City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Verkhnyaya Inta,RU,65.9811,60.3094,47.98,49,27,7.7,scattered clouds
697,Bozoum,CF,6.3193,16.3799,73.09,77,91,2.04,overcast clouds
698,Aswan,EG,24.0934,32.907,92.5,13,0,6.91,clear sky
699,Port-Cartier,CA,50.0334,-66.8654,55.62,38,88,13.09,overcast clouds
700,Chumikan,RU,54.7183,135.315,33.28,99,100,4.09,overcast clouds
701,Franklin,US,39.9667,-83.0166,89.65,40,20,17.27,few clouds
702,Prata,BR,-19.3072,-48.9242,80.8,39,0,5.57,clear sky
703,Hvide Sande,DK,56.0045,8.1294,51.1,74,70,6.26,broken clouds
704,Jalalpur Pirwala,PK,29.5069,71.2192,94.23,11,0,3.87,clear sky
705,Dubai,AE,25.2582,55.3047,86.25,65,0,6.91,clear sky
706,Botou,CN,38.0667,116.5667,68.38,25,6,7.38,clear sky
707,Miranda,CO,3.2499,-76.2281,77.13,90,100,1.7,overcast clouds
708,Rio Grande,BR,-32.035,-52.0986,51.91,56,40,15.39,scattered clouds
709,Garissa,KE,-0.4536,39.6401,76.28,76,34,16.4,scattered clouds
710,Puerto Escondido,MX,15.85,-97.0667,74.23,68,100,6.91,overcast clouds
711,Udankudi,IN,8.4333,78.0167,81.43,73,100,11.21,overcast clouds
712,Berlevag,NO,70.8578,29.0864,48.2,81,0,9.22,clear sky
